,Activity
9518,WALKING_DOWNSTAIRS
7815,WALKING_UPSTAIRS
1121,WALKING_DOWNSTAIRS
4731,SITTING
2936,SITTING
9118,LAYING
6739,WALKING
7911,WALKING
2329,WALKING
289,WALKING
3738,WALKING
7888,LAYING
1532,LAYING
9601,STANDING
3051,STANDING
1923,STANDING
5442,WALKING_DOWNSTAIRS
4540,STANDING
8156,SITTING
4319,WALKING
1614,WALKING_UPSTAIRS
8320,LAYING
8554,STANDING
9784,SITTING
4260,LAYING
8362,WALKING
6516,LAYING
5452,WALKING_UPSTAIRS
3549,WALKING
5253,WALKING_UPSTAIRS
6412,WALKING_UPSTAIRS
4493,WALKING
5049,WALKING_UPSTAIRS
3142,LAYING
7355,STANDING
7841,STANDING
4303,LAYING
1004,STANDING
9354,WALKING_DOWNSTAIRS
7474,WALKING_DOWNSTAIRS
9116,LAYING
3504,LAYING
1229,LAYING
6566,WALKING
9440,SITTING
8328,LAYING
960,WALKING_DOWNSTAIRS
9390,STANDING
4111,WALKING
2338,WALKING_DOWNSTAIRS
5735,SITTING
2017,WALKING_DOWNSTAIRS
3160,LAYING
4965,LAYING
2648,WALKING
5427,WALKING_DOWNSTAIRS
1931,SITTING
3710,LAYING
7174,STANDING
1155,WALKING_UPSTAIRS
134,WALKING_DOWNSTAIRS
7760,WALKING
4608,LAYING
5267,WALKING_UPSTAIRS
3663,SITTING
9187,WALKING_UPSTAIRS
3864,LAYING
6391,WALKING
5310,SITTING
9878,WALKING_DOWNSTAIRS
9323,WALKING
2320,WALKING
4296,LAYING
9777,STANDING
302,WALKING_DOWNSTAIRS
95,WALKING
3291,SITTING
4877,WALKING_UPSTAIRS
3193,WALKING_DOWNSTAIRS
10117,STANDING
2938,LAYING
4713,STANDING
2616,LAYING
4893,STANDING
1315,STANDING
7358,STANDING
7755,WALKING
5841,WALKING_UPSTAIRS
1213,LAYING
5597,WALKING
10019,LAYING
9822,LAYING
8369,WALKING_DOWNSTAIRS
3447,STANDING
9005,WALKING_DOWNSTAIRS
4984,WALKING
1511,SITTING
1883,WALKING_DOWNSTAIRS
7756,WALKING
1214,LAYING
9153,WALKING
7767,WALKING_DOWNSTAIRS
5724,SITTING
5100,STANDING
6720,LAYING
7614,WALKING_DOWNSTAIRS
4088,LAYING
3509,LAYING
9017,WALKING_UPSTAIRS
6219,WALKING_UPSTAIRS
691,STANDING
4561,STANDING
9827,LAYING
2485,WALKING
7693,SITTING
490,WALKING_UPSTAIRS
2505,WALKING_DOWNSTAIRS
3371,WALKING
7188,STANDING
6499,SITTING
10040,WALKING
5942,LAYING
9272,LAYING
1699,WALKING
391,SITTING
1780,STANDING
1209,LAYING
996,STANDING
6856,SITTING
9175,WALKING_DOWNSTAIRS
547,STANDING
10158,SITTING
3313,LAYING
4515,WALKING_UPSTAIRS
10001,LAYING
2009,WALKING
8601,SITTING
6814,STANDING
6063,STANDING
5431,WALKING_DOWNSTAIRS
2204,WALKING_UPSTAIRS
4289,LAYING
4629,LAYING
9414,STANDING
6263,STANDING
1810,SITTING
7712,LAYING
7434,WALKING
5891,STANDING
819,WALKING_DOWNSTAIRS
2851,WALKING_UPSTAIRS
6504,SITTING
10069,WALKING_DOWNSTAIRS
3472,SITTING
8147,SITTING
5337,SITTING
5229,WALKING_DOWNSTAIRS
3765,WALKING_UPSTAIRS
5079,STANDING
9952,SITTING
4607,LAYING
7724,LAYING
5931,SITTING
6536,LAYING
4157,WALKING_UPSTAIRS
6343,LAYING
4421,SITTING
2663,WALKING_DOWNSTAIRS
9329,WALKING
5869,STANDING
8175,LAYING
2738,SITTING
7918,WALKING
6450,WALKING_UPSTAIRS
2712,STANDING
6029,WALKING_UPSTAIRS
949,WALKING_DOWNSTAIRS
6532,LAYING
5153,LAYING
10243,WALKING_DOWNSTAIRS
1521,SITTING
874,STANDING
57,LAYING
7597,WALKING
9088,SITTING
5775,LAYING
3914,WALKING
1177,STANDING
1370,LAYING
7219,SITTING
8526,WALKING_DOWNSTAIRS
1290,WALKING_UPSTAIRS
5424,WALKING_DOWNSTAIRS
6315,SITTING
3648,SITTING
6374,WALKING
5391,WALKING
2290,LAYING
1189,SITTING
2954,LAYING
6053,STANDING
1716,WALKING_DOWNSTAIRS
1850,WALKING
5477,STANDING
7785,WALKING_DOWNSTAIRS
9794,SITTING
7217,SITTING
1179,STANDING
5104,SITTING
7335,WALKING_UPSTAIRS
5796,WALKING
8959,WALKING
4087,LAYING
2771,LAYING
3603,WALKING_DOWNSTAIRS
8540,WALKING_UPSTAIRS
9461,LAYING
6266,STANDING
726,SITTING
41,SITTING
9431,SITTING
9505,WALKING
7865,SITTING
2742,SITTING
8018,LAYING
7946,WALKING_DOWNSTAIRS
1241,WALKING
6593,WALKING_DOWNSTAIRS
3333,LAYING
9666,LAYING
3094,SITTING
3538,WALKING
9969,SITTING
6095,SITTING
5567,LAYING
8251,WALKING_UPSTAIRS
5554,SITTING
3268,STANDING
5547,SITTING
8114,WALKING_UPSTAIRS
7151,WALKING_DOWNSTAIRS
6454,STANDING
5715,SITTING
5665,WALKING_UPSTAIRS
8016,SITTING
6547,LAYING
590,LAYING
533,STANDING
1077,WALKING
6519,LAYING
1356,SITTING
7180,STANDING
9578,STANDING
9902,WALKING_UPSTAIRS
899,LAYING
1911,STANDING
1583,WALKING_DOWNSTAIRS
6876,LAYING
5438,WALKING_DOWNSTAIRS
10041,WALKING
9655,LAYING
3503,LAYING
6935,WALKING_DOWNSTAIRS
10169,SITTING
6880,LAYING
8877,STANDING
1434,WALKING_DOWNSTAIRS
2173,WALKING_DOWNSTAIRS
587,LAYING
5028,WALKING_DOWNSTAIRS
8565,STANDING
60,LAYING
4448,LAYING
4010,SITTING
1796,SITTING
10128,STANDING
6368,LAYING
7663,STANDING
1728,WALKING_DOWNSTAIRS
749,LAYING
8064,WALKING
9082,SITTING
3980,STANDING
9019,WALKING_UPSTAIRS
9722,WALKING_UPSTAIRS
8431,SITTING
2382,STANDING
1961,LAYING
661,WALKING_DOWNSTAIRS
1459,WALKING_UPSTAIRS
2040,WALKING_UPSTAIRS
5141,LAYING
1525,LAYING
3015,WALKING_DOWNSTAIRS
6710,LAYING
5365,LAYING
3300,SITTING
9080,SITTING
7932,WALKING_DOWNSTAIRS
5659,WALKING_UPSTAIRS
6788,WALKING_UPSTAIRS
699,STANDING
3100,SITTING
9091,SITTING
4847,WALKING_DOWNSTAIRS
147,WALKING_DOWNSTAIRS
2838,WALKING_DOWNSTAIRS
7246,LAYING
989,WALKING_UPSTAIRS
8365,WALKING_DOWNSTAIRS
2074,STANDING
9054,STANDING
4660,WALKING_DOWNSTAIRS
2752,SITTING
4582,SITTING
4712,STANDING
2306,WALKING
8632,LAYING
2723,STANDING
8822,WALKING
8875,STANDING
8180,LAYING
9713,WALKING_DOWNSTAIRS
6967,WALKING_UPSTAIRS
5114,SITTING
6736,WALKING
2927,SITTING
1979,LAYING
1417,WALKING
9183,WALKING_UPSTAIRS
8996,WALKING_DOWNSTAIRS
1257,WALKING
8222,WALKING_DOWNSTAIRS
4158,WALKING_UPSTAIRS
3956,WALKING_DOWNSTAIRS
9990,LAYING
7285,WALKING
5989,WALKING
2990,WALKING
918,LAYING
346,WALKING_DOWNSTAIRS
2574,SITTING
7549,SITTING
881,SITTING
7073,WALKING
10272,WALKING_UPSTAIRS
1611,WALKING_UPSTAIRS
2810,WALKING
5618,WALKING
56,LAYING
3328,LAYING
3423,WALKING_UPSTAIRS
8015,SITTING
9286,LAYING
451,WALKING
1450,WALKING_UPSTAIRS
4227,SITTING
3747,WALKING
10177,LAYING
425,LAYING
10043,WALKING
2827,WALKING_DOWNSTAIRS
3246,STANDING
730,SITTING
6161,LAYING
10026,WALKING
2671,WALKING_DOWNSTAIRS
388,SITTING
6525,LAYING
7604,WALKING
9466,LAYING
6661,SITTING
6799,STANDING
7583,WALKING
924,WALKING
9010,WALKING_DOWNSTAIRS
9243,SITTING
4387,STANDING
7339,WALKING_UPSTAIRS
1836,LAYING
10088,WALKING_UPSTAIRS
5029,WALKING_DOWNSTAIRS
1299,WALKING_UPSTAIRS
8534,WALKING_UPSTAIRS
9220,STANDING
6734,WALKING
1333,STANDING
7204,SITTING
1364,SITTING
164,WALKING_UPSTAIRS
9025,WALKING_UPSTAIRS
1798,SITTING
8284,SITTING
2835,WALKING_DOWNSTAIRS
1312,WALKING_UPSTAIRS
2391,STANDING
101,WALKING
4523,WALKING_DOWNSTAIRS
4404,SITTING
7965,WALKING_UPSTAIRS
701,STANDING
211,SITTING
3117,SITTING
6970,STANDING
6125,SITTING
4800,WALKING
4907,STANDING
8932,LAYING
4644,WALKING
4807,WALKING
10125,STANDING
1198,SITTING
6235,WALKING_UPSTAIRS
5272,STANDING
6300,SITTING
8243,WALKING_UPSTAIRS
9882,WALKING_DOWNSTAIRS
1950,SITTING
1024,SITTING
5726,SITTING
5742,LAYING
6128,LAYING
1802,SITTING
4931,SITTING
992,STANDING
8002,SITTING
371,STANDING
5619,WALKING_DOWNSTAIRS
9635,SITTING
7273,WALKING
4510,WALKING_UPSTAIRS
3714,LAYING
4614,LAYING
507,WALKING_UPSTAIRS
5118,SITTING
6485,STANDING
3883,LAYING
3476,SITTING
7302,WALKING_DOWNSTAIRS
4314,WALKING
2202,WALKING_UPSTAIRS
603,LAYING
3022,WALKING_DOWNSTAIRS
1476,STANDING
8559,STANDING
2119,LAYING
7418,LAYING
6239,WALKING_UPSTAIRS
7301,WALKING_DOWNSTAIRS
7917,WALKING
8262,STANDING
6214,WALKING_DOWNSTAIRS
8324,LAYING
10206,LAYING
6253,STANDING
10123,STANDING
5600,WALKING
